# Synthetic SNAP Dataset
# Nodes: 5000 Edges: 14991
# FromNodeId	ToNodeId
7	1275
7	1305
7	1347
7	1370
7	1466
7	1739
7	1895
7	1929
7	1939
7	2166
7	2466
7	2550
7	2587
7	2742
7	2744
7	2875
7	3176
7	3296
7	3375
7	3398
7	3400
7	3427
7	3439
7	3603
7	3753
7	3774
7	3848
7	3858
7	3903
7	3921
7	4251
7	4271
7	4381
7	4465
7	4993
8	27
8	30
8	42
8	69
8	122
8	124
8	152
8	172
8	264
8	322
8	480
8	501
8	597
8	790
8	915
8	970
8	978
8	1052
8	1072
8	1075
8	1082
8	1288
8	1311
8	1340
8	1502
8	1533
8	2061
8	2144
8	2279
8	2319
8	2376
8	2654
8	2681
8	2756
8	3056
8	3071
8	3241
8	3411
8	3461
8	3587
8	3712
8	3799
8	3860
8	3995
8	4764
8	4855
9	326
9	740
9	825
9	903
9	1187
9	3600
10	18
10	22
10	29
10	31
10	117
10	155
10	179
10	308
10	385
10	526
10	548
10	551
10	610
10	657
10	2382
10	2649
10	2735
10	2861
10	2882
10	3005
10	3491
10	4023
10	4110
10	4124
10	4150
10	4201
10	4488
11	244
11	334
11	412
11	1151
11	1197
11	1306
11	1456
11	1625
11	1666
11	1807
11	1986
11	2035
11	2360
11	2526
11	4010
11	4161
11	4535
11	4824
12	16
12	17
12	19
12	22
12	25
12	26
12	70
12	77
12	98
12	115
12	119
12	132
12	135
12	140
12	150
12	156
12	159
12	160
12	219
12	264
12	280
12	282
12	300
12	326
12	329
12	336
12	347
12	356
12	359
12	360
12	413
12	429
12	434
12	454
12	460
12	467
12	468
12	469
12	481
12	486
12	494
12	496
12	498
12	519
12	524
12	527
12	536
12	587
12	595
12	652
12	667
12	723
12	733
12	763
12	797
12	807
12	842
12	916
12	959
12	966
12	977
12	979
12	983
12	1004
12	1025
12	1026
12	1072
12	1086
12	1107
12	1113
12	1123
12	1124
12	1221
12	1231
12	1262
12	1270
12	1285
12	1288
12	1355
12	1396
12	1418
12	1419
12	1444
12	1497
12	1520
12	1563
12	1592
12	1604
12	1649
12	1708
12	1721
12	1749
12	1774
12	1776
12	1777
12	1792
12	1868
12	1882
12	1940
12	1998
12	2033
12	2040
12	2092
12	2101
12	2148
12	2153
12	2214
12	2217
12	2232
12	2234
12	2240
12	2245
12	2291
12	2294
12	2301
12	2326
12	2461
12	2491
12	2543
12	2596
12	2613
12	2615
12	2630
12	2702
12	2750
12	2776
12	2821
12	2916
12	2944
12	2950
12	2951
12	2973
12	2981
12	3018
12	3033
12	3045
12	3176
12	3220
12	3229
12	3240
12	3249
12	3276
12	3338
12	3372
12	3377
12	3412
12	3608
12	3634
12	3668
12	3679
12	3713
12	3731
12	3812
12	3818
12	3819
12	4305
12	4367
12	4390
12	4406
12	4450
12	4489
12	4608
12	4714
12	4726
12	4742
12	4777
12	4793
12	4808
12	4810
12	4911
12	4932
12	4964
12	4980
12	4990
13	20
13	34
13	48
13	65
13	68
13	69
13	87
13	92
13	102
13	117
13	121
13	125
13	129
13	133
13	154
13	158
13	223
13	255
13	342
13	389
13	430
13	440
13	441
13	530
13	577
13	625
13	629
13	644
13	656
13	659
13	676
13	699
13	903
13	910
13	956
13	988
13	1025
13	1060
13	1210
13	1378
13	1431
13	1523
13	1535
13	1573
13	1644
13	1693
13	1836
13	1931
13	1936
13	1947
13	1961
13	1965
13	2048
13	2061
13	2064
13	2130
13	2136
13	2375
13	2417
13	2437
13	2623
13	2631
13	2642
13	2766
13	2798
13	2805
13	2887
13	2893
13	2929
13	2967
13	3147
13	3236
13	3364
13	3382
13	3437
13	3441
13	3517
13	3574
13	3643
13	3736
13	4011
13	4054
13	4089
13	4200
13	4235
13	4292
13	4428
13	4516
13	4549
13	4798
13	4822
13	4953
13	4968
14	23
14	56
14	68
14	90
14	109
14	126
14	128
14	146
14	283
14	314
14	317
14	373
14	485
14	637
14	736
14	744
14	865
14	1001
14	1101
14	1233
14	1249
14	1400
14	1673
14	1736
14	1760
14	1794
14	1904
14	2001
14	2190
14	2268
14	2358
14	2412
14	2794
14	2869
14	2992
14	3225
14	3666
14	3675
14	3768
14	3845
14	3917
14	4109
14	4244
14	4328
14	4358
14	4399
14	4736
15	20
15	30
15	41
15	48
15	57
15	95
15	100
15	101
15	102
15	113
15	141
15	160
15	227
15	247
15	286
15	289
15	320
15	327
15	368
15	375
15	420
15	485
15	628
15	678
15	806
15	819
15	914
15	917
15	951
15	1055
15	1086
15	1129
15	1188
15	1257
15	1314
15	1315
15	1420
15	1433
15	1474
15	1545
15	1668
15	1888
15	2001
15	2049
15	2183
15	2211
15	2418
15	2649
15	2689
15	2691
15	2711
15	2808
15	2891
15	2964
15	3027
15	3173
15	3184
15	3192
15	3253
15	3279
15	3366
15	3689
15	3836
15	4030
15	4143
15	4204
15	4239
15	4245
15	4251
15	4353
15	4356
15	4371
15	4372
15	4394
15	4431
15	4459
15	4485
15	4487
15	4729
15	4836
15	4841
15	4921
15	4934
15	4957
16	17
16	26
16	40
16	41
16	42
16	43
16	51
16	63
16	78
16	104
16	107
16	111
16	112
16	127
16	200
16	224
16	237
16	243
16	267
16	298
16	315
16	322
16	406
16	410
16	416
16	436
16	437
16	463
16	480
16	483
16	484
16	600
16	667
16	695
16	724
16	760
16	765
16	777
16	808
16	837
16	851
16	951
16	968
16	984
16	993
16	1104
16	1120
16	1289
16	1290
16	1395
16	1451
16	1470
16	1498
16	1515
16	1543
16	1550
16	1591
16	1612
16	1622
16	1683
16	1725
16	1743
16	1758
16	1808
16	1839
16	1902
16	1913
16	1926
16	2022
16	2039
16	2131
16	2239
16	2336
16	2337
16	2407
16	2411
16	2638
16	2641
16	2672
16	2709
16	2815
16	2841
16	2850
16	2890
16	2896
16	2915
16	2953
16	3054
16	3262
16	3372
16	3488
16	3542
16	3571
16	3880
16	3927
16	3949
16	3957
16	4063
16	4126
16	4179
16	4246
16	4247
16	4649
16	4814
16	4966
16	4986
17	21
17	27
17	80
17	82
17	101
17	120
17	128
17	150
17	200
17	282
17	371
17	386
17	392
17	400
17	413
17	436
17	440
17	471
17	472
17	506
17	595
17	603
17	618
17	628
17	643
17	702
17	739
17	803
17	1002
17	1029
17	1161
17	1223
17	1302
17	1339
17	1589
17	1609
17	1619
17	1704
17	1749
17	1759
17	1796
17	1885
17	1946
17	2056
17	2132
17	2218
17	2335
17	2351
17	2482
17	2576
17	2665
17	2714
17	2987
17	3158
17	3161
17	3255
17	3321
17	3410
17	4092
17	4151
17	4711
17	4898
18	32
18	34
18	71
18	72
18	74
18	76
18	84
18	119
18	132
18	161
18	174
18	182
18	193
18	242
18	243
18	322
18	337
18	409
18	475
18	614
18	638
18	730
18	764
18	870
18	955
18	963
18	980
18	1085
18	1264
18	1405
18	1458
18	1522
18	1589
18	1655
18	1668
18	1800
18	1888
18	2207
18	2236
18	2486
18	2496
18	2809
18	2833
18	2917
18	2971
18	2978
18	3177
18	3206
18	3314
18	3466
18	3615
18	3633
18	4080
18	4284
18	4358
18	4359
18	4370
18	4511
18	4561
19	20
19	21
19	22
19	28
19	98
19	162
19	192
19	198
19	210
19	250
19	270
19	285
19	450
19	462
19	476
19	587
19	632
19	769
19	772
19	860
19	866
19	893
19	905
19	1010
19	1034
19	1204
19	1241
19	1258
19	1347
19	1412
19	1421
19	1534
19	1684
19	1805
19	2112
19	2179
19	2216
19	2400
19	2769
19	2792
19	3001
19	3192
19	3542
19	3558
19	3947
19	3956
19	4208
19	4210
19	4407
19	4506
19	4591
19	4732
19	4846
20	33
20	63
20	77
20	119
20	205
20	238
20	247
20	252
20	276
20	370
20	423
20	436
20	455
20	463
20	598
20	626
20	650
20	674
20	743
20	761
20	804
20	829
20	839
20	973
20	1149
20	1338
20	1485
20	1594
20	1750
20	2051
20	2186
20	2867
20	2909
20	3173
20	3328
20	3354
20	3523
20	3539
20	3893
20	3963
20	3993
20	4232
21	28
21	206
21	257
21	351
21	396
21	495
21	740
21	783
21	861
21	863
21	955
21	1005
21	1043
21	1048
21	1260
21	1514
21	1780
21	1848
21	1858
21	2122
21	2302
21	2482
21	2827
21	4128
21	4257
21	4402
21	4702
22	30
22	37
22	44
22	45
22	55
22	61
22	85
22	87
22	88
22	110
22	112
22	123
22	130
22	142
22	164
22	186
22	212
22	268
22	338
22	368
22	540
22	566
22	583
22	614
22	766
22	845
22	870
22	880
22	897
22	910
22	1122
22	1340
22	1433
22	1464
22	1511
22	1518
22	1613
22	1664
22	1690
22	1942
22	1989
22	2004
22	2105
22	2162
22	2262
22	2295
22	2305
22	2352
22	2452
22	2478
22	2515
22	2540
22	2590
22	2712
22	2748
22	2759
22	2887
22	2892
22	2940
22	3045
22	3068
22	3215
22	3367
22	3459
22	3500
22	3573
22	3652
22	3659
22	3834
22	3864
22	3901
22	3980
22	4052
22	4166
22	4293
22	4365
22	4415
22	4876
23	61
23	127
23	203
23	261
23	390
23	556
23	621
23	682
23	1407
23	1424
23	1620
23	1626
23	1630
23	1731
23	1780
23	2088
23	2228
23	2641
23	2643
23	2757
23	3145
23	3230
23	3573
23	4062
23	4111
23	4117
23	4314
23	4975
24	29
24	32
24	36
24	45
24	51
24	53
24	59
24	80
24	86
24	91
24	131
24	132
24	138
24	142
24	154
24	253
24	254
24	330
24	364
24	371
24	403
24	505
24	507
24	541
24	550
24	655
24	664
24	684
24	804
24	853
24	881
24	893
24	930
24	946
24	969
24	1054
24	1080
24	1099
24	1105
24	1110
24	1131
24	1168
24	1275
24	1292
24	1299
24	1321
24	1501
24	1529
24	1714
24	1813
24	1910
24	1962
24	2012
24	2046
24	2124
24	2138
24	2139
24	2168
24	2202
24	2225
24	2285
24	2332
24	2448
24	2676
24	2724
24	2729
24	2799
24	2861
24	3106
24	3130
24	3244
24	3250
24	3421
24	3457
24	3891
24	3939
24	3960
24	4066
24	4074
24	4124
24	4130
24	4277
24	4346
24	4369
24	4500
24	4698
24	4721
24	4959
25	28
25	29
25	33
25	39
25	47
25	75
25	76
25	93
25	106
25	133
25	137
25	138
25	167
25	173
25	175
25	185
25	279
25	281
25	340
25	357
25	388
25	426
25	438
25	458
25	463
25	481
25	493
25	500
25	502
25	516
25	550
25	561
25	580
25	593
25	642
25	677
25	690
25	703
25	726
25	729
25	748
25	837
25	838
25	855
25	859
25	860
25	872
25	923
25	957
25	1049
25	1090
25	1095
25	1104
25	1191
25	1196
25	1200
25	1277
25	1291
25	1322
25	1402
25	1459
25	1531
25	1552
25	1586
25	1600
25	1665
25	1747
25	1772
25	1795
25	1831
25	1857
25	1912
25	1969
25	1995
25	2013
25	2032
25	2075
25	2095
25	2182
25	2186
25	2275
25	2338
25	2371
25	2398
25	2480
25	2656
25	2693
25	2920
25	2933
25	2965
25	3007
25	3069
25	3083
25	3149
25	3179
25	3331
25	3472
25	3559
25	3566
25	3632
25	3726
25	3799
25	3803
25	3835
25	4047
25	4109
25	4118
25	4131
25	4150
25	4185
25	4188
25	4345
25	4435
25	4483
25	4486
25	4512
25	4522
25	4582
25	4607
25	4682
25	4731
25	4788
25	4828
25	4886
25	4933
25	4947
25	4963
26	49
26	77
26	80
26	90
26	116
26	183
26	209
26	235
26	360
26	425
26	427
26	452
26	464
26	758
26	976
26	1038
26	1041
26	1072
26	1234
26	1366
26	1368
26	1571
26	1843
26	1988
26	2030
26	2209
26	2303
26	2372
26	2425
26	2501
26	2680
26	3141
26	3296
26	3440
26	3493
26	3543
26	3787
26	3866
26	4687
26	4799
26	4859
27	50
27	60
27	74
27	86
27	121
27	147
27	157
27	204
27	216
27	273
27	292
27	323
27	488
27	551
27	599
27	607
27	608
27	618
27	662
27	744
27	766
27	786
27	817
27	840
27	1048
27	1054
27	1084
27	1436
27	1437
27	1461
27	1593
27	1680
27	1720
27	1784
27	1832
27	2091
27	2291
27	2362
27	2410
27	2967
27	3116
27	3183
27	3211
27	3380
27	3432
27	3482
27	3713
27	4050
27	4129
27	4373
27	4417
27	4491
27	4654
28	35
28	56
28	67
28	153
28	162
28	191
28	196
28	205
28	211
28	232
28	254
28	289
28	297
28	307
28	312
28	319
28	332
28	337
28	365
28	455
28	470
28	528
28	622
28	637
28	690
28	713
28	755
28	775
28	779
28	818
28	891
28	958
28	966
28	990
28	1057
28	1088
28	1140
28	1150
28	1162
28	1170
28	1201
28	1289
28	1317
28	1352
28	1417
28	1499
28	1515
28	1532
28	1539
28	1579
28	1583
28	1608
28	1701
28	1702
28	1745
28	1793
28	1862
28	1932
28	2255
28	2434
28	2473
28	2582
28	2601
28	2632
28	2670
28	2781
28	2808
28	2829
28	2861
28	2868
28	3001
28	3184
28	3237
28	3350
28	3402
28	3409
28	3479
28	3546
28	3555
28	3563
28	4014
28	4069
28	4116
28	4325
28	4331
28	4455
28	4858
28	4934
28	4975
29	58
29	64
29	96
29	105
29	164
29	198
29	222
29	230
29	258
29	270
29	315
29	321
29	367
29	404
29	413
29	452
29	564
29	792
29	1164
29	1248
29	1347
29	1366
29	1381
29	1677
29	1747
29	1795
29	1906
29	2088
29	2309
29	2433
29	2691
29	2758
29	2947
29	3367
29	3544
29	3681
29	3736
29	3981
29	4351
29	4717
30	112
30	151
30	185
30	492
30	571
30	791
30	965
30	995
30	1127
30	1304
30	1335
30	1823
30	1843
30	1944
30	2039
30	2271
30	2748
30	3878
30	3987
31	89
31	135
31	199
31	257
31	266
31	283
31	321
31	584
31	636
31	721
31	767
31	786
31	864
31	1014
31	1085
31	1130
31	1174
31	1285
31	1337
31	1374
31	1446
31	1530
31	1648
31	1659
31	2009
31	2282
31	2604
31	2636
31	2721
31	3142
31	3668
31	3722
31	4155
31	4495
31	4516
31	4611
31	4693
31	4907
31	4934
32	345
32	500
32	651
32	1124
32	1291
32	1338
32	1443
32	1752
32	2498
32	2970
32	3169
32	3454
32	3486
32	4377
32	4801
33	35
33	58
33	85
33	236
33	296
33	313
33	358
33	479
33	515
33	612
33	751
33	797
33	935
33	981
33	1074
33	1424
33	1633
33	2112
33	2596
33	2597
33	2599
33	2905
33	3103
33	3597
33	3598
33	3629
33	3712
33	3719
33	4370
33	4387
34	39
34	44
34	46
34	52
34	57
34	65
34	67
34	75
34	87
34	92
34	94
34	97
34	170
34	174
34	192
34	203
34	208
34	232
34	268
34	275
34	301
34	333
34	337
34	362
34	386
34	448
34	452
34	475
34	504
34	522
34	559
34	588
34	617
34	642
34	666
34	779
34	780
34	781
34	819
34	836
34	844
34	856
34	869
34	884
34	896
34	909
34	925
34	966
34	970
34	1002
34	1053
34	1083
34	1149
34	1246
34	1249
34	1284
34	1323
34	1353
34	1367
34	1490
34	1538
34	1611
34	1698
34	1876
34	2070
34	2103
34	2175
34	2199
34	2206
34	2287
34	2334
34	2460
34	2584
34	2615
34	2620
34	2786
34	2852
34	2916
34	2934
34	2949
34	2961
34	2996
34	3035
34	3163
34	3187
34	3194
34	3216
34	3450
34	3858
34	3880
34	3908
34	3912
34	4013
34	4053
34	4077
34	4312
34	4514
34	4518
34	4556
34	4622
34	4881
35	50
35	167
35	710
35	1236
35	1269
35	2976
35	4771
36	126
36	266
36	421
36	430
36	483
36	600
36	697
36	977
36	1205
36	2197
36	3918
37	51
37	83
37	114
37	262
37	497
37	571
37	848
37	865
37	873
37	976
37	1358
37	1405
37	1503
37	2007
37	2057
37	2089
37	2544
37	2763
37	3758
37	3996
37	4094
37	4193
37	4687
37	4816
38	44
38	48
38	142
38	278
38	301
38	366
38	478
38	514
38	691
38	792
38	942
38	974
38	1003
38	1092
38	1505
38	1950
38	1958
38	2163
38	2248
38	2306
38	2321
38	2421
38	2621
38	2645
38	2947
38	2993
38	3039
38	3127
38	3158
38	3168
38	3385
38	3777
38	4174
38	4408
38	4575
38	4692
38	4885
39	96
39	106
39	189
39	607
39	645
39	681
39	713
39	773
39	815
39	1032
39	1063
39	1180
39	1407
39	1783
39	1855
39	1862
39	1912
39	2322
39	2580
39	2708
39	2721
39	2760
39	2814
39	3150
39	3213
39	3556
39	3581
39	3769
39	4120
39	4135
39	4369
39	4479
39	4631
39	4754
39	4815
39	4825
40	45
40	62
40	71
40	122
40	134
40	157
40	167
40	211
40	225
40	268
40	292
40	483
40	523
40	526
40	668
40	686
40	696
40	755
40	962
40	1195
40	1227
40	1455
40	1724
40	1869
40	1917
40	2419
40	2487
40	2841
40	2932
40	3125
40	3230
40	3294
40	3323
40	3363
40	3374
40	3399
40	3435
40	3446
40	3510
40	3626
40	4461
40	4473
40	4633
40	4944
41	123
41	133
41	158
41	174
41	214
41	253
41	318
41	358
41	391
41	408
41	663
41	690
41	736
41	1001
41	1042
41	1112
41	1315
41	1692
41	2743
41	3302
41	3763
41	3764
41	4095
41	4139
41	4341
41	4382
41	4396
41	4515
41	4739
41	4969
42	46
42	53
42	73
42	101
42	176
42	177
42	188
42	191
42	196
42	254
42	306
42	311
42	328
42	336
42	411
42	427
42	442
42	649
42	687
42	719
42	879
42	912
42	1041
42	1063
42	1076
42	1222
42	1290
42	1396
42	1416
42	1447
42	1562
42	1631
42	1643
42	1817
42	1866
42	2228
42	2251
42	2255
42	3350
42	3673
42	3674
42	3855
42	3883
42	4080
42	4168
42	4385
42	4639
42	4663
42	4808
43	237
43	525
43	531
43	548
43	651
43	860
43	930
43	1908
43	2429
43	3483
43	4269
44	49
44	81
44	657
44	1067
44	1097
44	1222
44	1314
44	1706
44	1886
44	1967
44	2251
44	2420
44	2629
44	2817
44	3493
44	4324
44	4444
45	70
45	304
45	636
45	644
45	1030
45	1409
45	1663
45	1870
45	1981
45	2669
45	2685
45	3564
45	4647
46	93
46	458
46	613
46	638
46	758
46	800
46	1024
46	1043
46	1049
46	1435
46	2016
46	2116
46	2208
46	2219
46	2430
46	2855
46	3193
46	3407
46	3648
46	3983
46	3998
46	4208
46	4422
46	4538
47	53
47	64
47	82
47	95
47	107
47	249
47	314
47	479
47	709
47	722
47	895
47	980
47	1149
47	1375
47	1387
47	1756
47	2169
47	2207
47	2301
47	2340
47	3071
47	3433
47	4160
47	4224
47	4237
47	4334
47	4581
47	4753
48	54
48	91
48	261
48	861
48	977
48	1084
48	1457
48	2307
48	2335
48	3315
48	3996
48	4654
48	4691
49	56
49	81
49	155
49	157
49	171
49	258
49	277
49	344
49	468
49	538
49	657
49	668
49	927
49	1007
49	1091
49	1229
49	1271
49	1293
49	1341
49	1346
49	1400
49	1423
49	1466
49	1649
49	1690
49	1693
49	1762
49	1800
49	1947
49	2048
49	2080
49	2102
49	2427
49	2479
49	2495
49	2559
49	2617
49	2621
49	2629
49	2644
49	2692
49	2992
49	3281
49	3292
49	3777
49	3787
49	3838
49	4387
49	4395
49	4705
49	4941
49	4951
50	52
50	66
50	74
50	82
50	85
50	114
50	125
50	141
50	147
50	187
50	216
50	219
50	379
50	422
50	475
50	512
50	515
50	676
50	786
50	863
50	888
50	1087
50	1145
50	1273
50	1639
50	1803
50	1804
50	2059
50	2313
50	2727
50	2765
50	2938
50	3043
50	3105
50	3170
50	3559
50	3639
50	3680
50	3878
50	3922
50	4000
50	4015
50	4374
50	4466
50	4738
50	4872
50	4890
51	90
51	113
51	242
51	287
51	373
51	897
51	917
51	1076
51	1333
51	1416
51	1661
51	2044
51	2205
51	2243
51	2533
51	2807
51	2860
51	3264
51	3674
51	4003
51	4979
52	104
52	127
52	131
52	152
52	181
52	210
52	344
52	369
52	734
52	889
52	1225
52	1438
52	1468
52	3054
53	78
53	117
53	169
53	293
53	299
53	302
53	335
53	518
53	618
53	749
53	1253
53	1461
53	1492
53	1638
53	2293
53	2343
53	3006
53	3044
53	3290
53	3745
53	4542
53	4882
54	76
54	78
54	150
54	200
54	230
54	304
54	399
54	425
54	549
54	581
54	585
54	813
54	922
54	925
54	1031
54	1163
54	1184
54	1251
54	1297
54	1413
54	1588
54	1659
54	1672
54	1695
54	1988
54	2108
54	2220
54	2551
54	3002
54	3097
54	3127
54	3312
54	3335
54	3481
54	3511
54	3575
54	3899
54	4017
54	4169
54	4408
54	4434
54	4550
54	4759
54	4879
55	59
55	79
55	94
55	166
55	263
55	303
55	399
55	531
55	579
55	908
55	1207
55	1398
55	1448
55	1658
55	1789
55	1811
55	2474
55	2506
55	2534
55	2620
55	2744
55	2788
55	2942
55	3002
55	3248
55	3280
55	3850
55	4747
56	60
56	124
56	217
56	302
56	361
56	387
56	421
56	429
56	589
56	661
56	695
56	725
56	749
56	901
56	914
56	971
56	985
56	1027
56	1071
56	1109
56	1160
56	1239
56	1242
56	1265
56	1274
56	1276
56	1511
56	1537
56	1682
56	1701
56	1710
56	2116
56	2310
56	3129
56	3181
56	3357
56	4077
56	4148
56	4171
56	4221
56	4265
56	4425
56	4505
56	4583
56	4834
56	4982
57	275
57	295
57	424
57	442
57	520
57	524
57	526
57	560
57	740
57	912
57	939
57	1098
57	1442
57	1449
57	1458
57	1587
57	1846
57	1952
57	1984
57	1990
57	2305
